Station,Date,Q_cfs,Q_cd
4193500,12/26/13,34500,A
4193500,12/27/13,21600,A
4193500,12/28/13,15800,A
4193500,12/29/13,11800,A
4193500,12/30/13,7590,A
4193500,12/31/13,5290,A
4193500,1/1/14,3820,A:e
4193500,1/2/14,2790,A:e
4193500,1/3/14,2300,A:e
4193500,1/4/14,1650,A:e
4193500,1/5/14,1280,A:e
4193500,1/6/14,1380,A:e
4193500,1/7/14,2230,A:e
4193500,1/8/14,2710,A:e
4193500,1/9/14,2780,A:e
4193500,1/10/14,2680,A:e
4193500,1/11/14,2630,A:e
4193500,1/12/14,5990,A:e
4193500,1/13/14,13700,A:e
4193500,1/14/14,20800,A:e
4193500,1/15/14,22700,A:e
4193500,1/16/14,22500,A:e
4193500,1/17/14,18200,A:e
4193500,1/18/14,12600,A
4193500,1/19/14,9430,A
4193500,1/20/14,6890,A
4193500,1/21/14,4630,A
4193500,1/22/14,3600,A
4193500,1/23/14,3210,A:e
4193500,1/24/14,2430,A:e
4193500,1/25/14,2310,A:e
4193500,1/26/14,1770,A:e
4193500,1/27/14,1590,A:e
4193500,1/28/14,2170,A:e
4193500,1/29/14,2690,A:e
4193500,1/30/14,2340,A:e
4193500,1/31/14,1860,A:e
4193500,2/1/14,1790,A:e
4193500,2/2/14,2050,A:e
4193500,2/3/14,2940,A:e
4193500,2/4/14,4770,A:e
4193500,2/5/14,7840,A:e
4193500,2/6/14,7100,A:e
4193500,2/7/14,5510,A:e
4193500,2/8/14,4320,A:e
4193500,2/9/14,4140,A:e
4193500,2/10/14,3920,A:e
4193500,2/11/14,3690,A:e
4193500,2/12/14,3400,A:e
4193500,2/13/14,3060,A:e
4193500,2/14/14,2630,A:e
4193500,2/15/14,2340,A:e
4193500,2/16/14,2200,A:e
4193500,2/17/14,2050,A:e
4193500,2/18/14,2010,A:e
4193500,2/19/14,2020,A:e
4193500,2/20/14,2110,A:e
4193500,2/21/14,3330,A:e
4193500,2/22/14,17600,A:e
4193500,2/23/14,32800,A:e
4193500,2/24/14,41100,A
4193500,2/25/14,40500,A
4193500,2/26/14,36600,A
4193500,2/27/14,26500,A
4193500,2/28/14,21500,A
4193500,3/1/14,16500,A
4193500,3/2/14,11600,A
4193500,3/3/14,8620,A
4193500,3/4/14,6230,A
4193500,3/5/14,5020,A
4193500,3/6/14,3460,A
4193500,3/7/14,3110,A
4193500,3/8/14,2850,A
4193500,3/9/14,2340,A
4193500,3/10/14,2870,A
4193500,3/11/14,11800,A
4193500,3/12/14,27200,A
4193500,3/13/14,31000,A
4193500,3/14/14,29000,A
4193500,3/15/14,31100,A
4193500,3/16/14,47700,A
4193500,3/17/14,40300,A
4193500,3/18/14,28900,A
4193500,3/19/14,23700,A
4193500,3/20/14,25700,A
4193500,3/21/14,24900,A
4193500,3/22/14,23400,A
4193500,3/23/14,20700,A
4193500,3/24/14,17000,A
4193500,3/25/14,13800,A
4193500,3/26/14,11300,A
4193500,3/27/14,9450,A
4193500,3/28/14,8380,A
4193500,3/29/14,7810,A
4193500,3/30/14,7200,A
4193500,3/31/14,6670,A
4193500,4/1/14,6370,A
4193500,4/2/14,5680,A:e
4193500,4/3/14,7500,A:e
4193500,4/4/14,41200,A
4193500,4/5/14,57400,A
4193500,4/6/14,50200,A
4193500,4/7/14,37400,A
4193500,4/8/14,33200,A
4193500,4/9/14,35400,A
4193500,4/10/14,30300,A
4193500,4/11/14,24100,A
4193500,4/12/14,17500,A
4193500,4/13/14,12400,A
4193500,4/14/14,9890,A
4193500,4/15/14,7820,A
4193500,4/16/14,7520,A
4193500,4/17/14,5550,A
4193500,4/18/14,7260,A
4193500,4/19/14,5460,A
4193500,4/20/14,4710,A
4193500,4/21/14,4180,A
4193500,4/22/14,3500,A
4193500,4/23/14,3510,A
4193500,4/24/14,2560,A
4193500,4/25/14,3150,A
4193500,4/26/14,2700,A
4193500,4/27/14,2040,A
4193500,4/28/14,2120,A
4193500,4/29/14,3370,A
4193500,4/30/14,6920,A
4193500,5/1/14,8570,A
4193500,5/2/14,6710,A
4193500,5/3/14,5480,A
4193500,5/4/14,3000,A
4193500,5/5/14,3050,A
4193500,5/6/14,3280,A
4193500,5/7/14,2730,A
4193500,5/8/14,2360,A
4193500,5/9/14,2130,A
4193500,5/10/14,2000,A
4193500,5/11/14,2080,A
4193500,5/12/14,2570,A
4193500,5/13/14,8000,A
4193500,5/14/14,13100,A
4193500,5/15/14,15300,A
4193500,5/16/14,25900,A
4193500,5/17/14,24400,A
4193500,5/18/14,18200,A
4193500,5/19/14,13100,A
4193500,5/20/14,9410,A
4193500,5/21/14,7670,A
4193500,5/22/14,11200,A
4193500,5/23/14,9250,A
4193500,5/24/14,6180,A
4193500,5/25/14,4370,A
4193500,5/26/14,3620,A
4193500,5/27/14,2880,A
4193500,5/28/14,1850,A
4193500,5/29/14,2020,A
4193500,5/30/14,4790,A
4193500,5/31/14,6520,A
4193500,6/1/14,3840,A
4193500,6/2/14,2730,A
4193500,6/3/14,2060,A
4193500,6/4/14,1300,A
4193500,6/5/14,1860,A
4193500,6/6/14,3220,A
4193500,6/7/14,4300,A
4193500,6/8/14,3190,A
4193500,6/9/14,4000,A
4193500,6/10/14,9410,A
4193500,6/11/14,9220,A
4193500,6/12/14,5750,A
4193500,6/13/14,4060,A
4193500,6/14/14,2510,A
4193500,6/15/14,2020,A
4193500,6/16/14,1950,A
4193500,6/17/14,1690,A
4193500,6/18/14,1140,A
4193500,6/19/14,1080,A
4193500,6/20/14,1600,A
4193500,6/21/14,3840,A
4193500,6/22/14,4330,A
4193500,6/23/14,5440,A
4193500,6/24/14,9550,A
4193500,6/25/14,15900,A
4193500,6/26/14,21700,A
4193500,6/27/14,21800,A
4193500,6/28/14,14800,A
4193500,6/29/14,9420,A
4193500,6/30/14,6490,A
4193500,7/1/14,3910,A
4193500,7/2/14,3500,A
4193500,7/3/14,3110,A
4193500,7/4/14,2670,A
4193500,7/5/14,1950,A
4193500,7/6/14,1370,A
4193500,7/7/14,1510,A
4193500,7/8/14,1460,A
4193500,7/9/14,5270,A
4193500,7/10/14,8120,A
4193500,7/11/14,5440,A
4193500,7/12/14,2960,A
4193500,7/13/14,2380,A
4193500,7/14/14,1860,A
4193500,7/15/14,1110,A
4193500,7/16/14,719,A
4193500,7/17/14,723,A
4193500,7/18/14,596,A
4193500,7/19/14,596,A
4193500,7/20/14,635,A
4193500,7/21/14,560,A
4193500,7/22/14,479,A
4193500,7/23/14,929,A
4193500,7/24/14,555,A
4193500,7/25/14,493,A
4193500,7/26/14,682,A
4193500,7/27/14,588,A
4193500,7/28/14,576,A
4193500,7/29/14,432,A
4193500,7/30/14,1490,A
4193500,7/31/14,1120,A
4193500,8/1/14,930,A
4193500,8/2/14,824,A
4193500,8/3/14,601,A
4193500,8/4/14,803,A
4193500,8/5/14,1490,A
4193500,8/6/14,1230,A
4193500,8/7/14,787,A
4193500,8/8/14,688,A
4193500,8/9/14,656,A
4193500,8/10/14,575,A
4193500,8/11/14,1040,A
4193500,8/12/14,1610,A
4193500,8/13/14,1610,A
4193500,8/14/14,3100,A
4193500,8/15/14,2190,A
4193500,8/16/14,1170,A
4193500,8/17/14,882,A
4193500,8/18/14,645,A
4193500,8/19/14,647,A
4193500,8/20/14,940,A
4193500,8/21/14,700,A
4193500,8/22/14,517,A
4193500,8/23/14,859,A
4193500,8/24/14,6020,A
4193500,8/25/14,4410,A
4193500,8/26/14,2760,A
4193500,8/27/14,1930,A
4193500,8/28/14,897,A
4193500,8/29/14,737,A
4193500,8/30/14,726,A
4193500,8/31/14,596,A
4193500,9/1/14,569,A
4193500,9/2/14,530,A
4193500,9/3/14,509,A
4193500,9/4/14,387,A
4193500,9/5/14,324,A
4193500,9/6/14,764,A
4193500,9/7/14,451,A
4193500,9/8/14,315,A
4193500,9/9/14,431,A
4193500,9/10/14,676,A
4193500,9/11/14,4230,A
4193500,9/12/14,13800,A
4193500,9/13/14,11500,A
4193500,9/14/14,7030,A
4193500,9/15/14,4160,A
4193500,9/16/14,2620,A
4193500,9/17/14,1650,A
4193500,9/18/14,1270,A
4193500,9/19/14,1090,A
4193500,9/20/14,929,A
4193500,9/21/14,1210,A
4193500,9/22/14,838,A
4193500,9/23/14,1120,A
4193500,9/24/14,1700,A
4193500,9/25/14,1630,A
4193500,9/26/14,1150,A
4193500,9/27/14,838,A
4193500,9/28/14,738,A
4193500,9/29/14,864,A
4193500,9/30/14,613,A
4193500,10/1/14,383,A
4193500,10/2/14,340,A
4193500,10/3/14,669,A
4193500,10/4/14,1590,A
4193500,10/5/14,1750,A
4193500,10/6/14,1860,A
4193500,10/7/14,1600,A
4193500,10/8/14,1660,A
4193500,10/9/14,1510,A
4193500,10/10/14,1860,A
4193500,10/11/14,1780,A
4193500,10/12/14,1420,A
4193500,10/13/14,1310,A
4193500,10/14/14,1250,A
4193500,10/15/14,1200,A
4193500,10/16/14,1310,A
4193500,10/17/14,1770,A
4193500,10/18/14,1420,A
4193500,10/19/14,1330,A
4193500,10/20/14,1340,A
4193500,10/21/14,1160,A
4193500,10/22/14,834,A
4193500,10/23/14,643,A
4193500,10/24/14,790,A:e
4193500,10/25/14,818,A:e
4193500,10/26/14,651,A:e
4193500,10/27/14,540,A:e
4193500,10/28/14,565,A
4193500,10/29/14,491,A
4193500,10/30/14,573,A
4193500,10/31/14,877,A
4193500,11/1/14,897,A
4193500,11/2/14,672,A
4193500,11/3/14,515,A
4193500,11/4/14,441,A
4193500,11/5/14,405,A
4193500,11/6/14,388,A
4193500,11/7/14,643,A
4193500,11/8/14,832,A
4193500,11/9/14,835,A
4193500,11/10/14,881,A
4193500,11/11/14,1070,A
4193500,11/12/14,1010,A
4193500,11/13/14,941,A
4193500,11/14/14,888,A
4193500,11/15/14,753,A
4193500,11/16/14,566,A
4193500,11/17/14,721,A
4193500,11/18/14,489,A:e
4193500,11/19/14,674,A:e
4193500,11/20/14,1540,A
4193500,11/21/14,721,A
4193500,11/22/14,443,A
4193500,11/23/14,523,A
4193500,11/24/14,2430,A
4193500,11/25/14,14200,A
4193500,11/26/14,17100,A
4193500,11/27/14,12300,A
4193500,11/28/14,8070,A
4193500,11/29/14,4980,A
4193500,11/30/14,2970,A
4193500,12/1/14,2140,A
4193500,12/2/14,2190,A
4193500,12/3/14,2120,A
4193500,12/4/14,1680,A
4193500,12/5/14,1650,A
4193500,12/6/14,1290,A
4193500,12/7/14,1010,A
4193500,12/8/14,2820,A
4193500,12/9/14,4670,A
4193500,12/10/14,3630,A
4193500,12/11/14,2290,A
4193500,12/12/14,1940,A
4193500,12/13/14,1910,A
4193500,12/14/14,1830,A
4193500,12/15/14,1360,A
4193500,12/16/14,1230,A
4193500,12/17/14,1610,A
4193500,12/18/14,1810,A
4193500,12/19/14,2160,A
4193500,12/20/14,2190,A
4193500,12/21/14,2030,A
4193500,12/22/14,1630,A
4193500,12/23/14,1210,A
4193500,12/24/14,1260,A
4193500,12/25/14,3580,A
4193500,12/26/14,7930,A
4193500,12/27/14,8380,A
4193500,12/28/14,6380,A
4193500,12/29/14,4330,A
4193500,12/30/14,4340,A
4193500,12/31/14,3960,A
4193500,1/1/15,3170,A
4193500,1/2/15,1920,A:e
4193500,1/3/15,2200,A:e
4193500,1/4/15,6450,A:e
4193500,1/5/15,13800,A
4193500,1/6/15,12800,A
4193500,1/7/15,6930,A
4193500,1/8/15,4010,A
4193500,1/9/15,3220,A
4193500,1/10/15,2440,A
4193500,1/11/15,2350,A
4193500,1/12/15,2260,A:e
4193500,1/13/15,2450,A:e
4193500,1/14/15,2660,A:e
4193500,1/15/15,2390,A:e
4193500,1/16/15,2040,A:e
4193500,1/17/15,1650,A:e
4193500,1/18/15,1360,A:e
4193500,1/19/15,1560,A:e
4193500,1/20/15,2260,A:e
4193500,1/21/15,3570,A:e
4193500,1/22/15,5590,A:e
4193500,1/23/15,5630,A:e
4193500,1/24/15,5490,A
4193500,1/25/15,4010,A:e
4193500,1/26/15,3040,A:e
4193500,1/27/15,2480,A:e
4193500,1/28/15,2260,A:e
4193500,1/29/15,2500,A:e
4193500,1/30/15,1740,A
4193500,1/31/15,1580,A:e
4193500,2/1/15,1410,A:e
4193500,2/2/15,1220,A:e
4193500,2/3/15,1270,A:e
4193500,2/4/15,1360,A:e
4193500,2/5/15,1860,A:e
4193500,2/6/15,2380,A:e
4193500,2/7/15,1740,A:e
4193500,2/8/15,1270,A:e
4193500,2/9/15,1440,A:e
4193500,2/10/15,2580,A:e
4193500,2/11/15,6890,A:e
4193500,2/12/15,6680,A:e
4193500,2/13/15,5080,A:e
4193500,2/14/15,2940,A:e
4193500,2/15/15,2470,A
4193500,2/16/15,2320,A
4193500,2/17/15,2200,A:e
4193500,2/18/15,1800,A:e
4193500,2/19/15,1600,A:e
4193500,2/20/15,1760,A:e
4193500,2/21/15,1530,A:e
4193500,2/22/15,1100,A:e
4193500,2/23/15,1000,A:e
4193500,2/24/15,1100,A:e
4193500,2/25/15,1160,A:e
4193500,2/26/15,1000,A:e
4193500,2/27/15,977,A:e
4193500,2/28/15,1130,A:e
4193500,3/1/15,1130,A:e
4193500,3/2/15,1130,A:e
4193500,3/3/15,1090,A:e
4193500,3/4/15,1110,A:e
4193500,3/5/15,1110,A:e
4193500,3/6/15,1130,A:e
4193500,3/7/15,1040,A:e
4193500,3/8/15,889,A:e
4193500,3/9/15,936,A:e
4193500,3/10/15,2070,A:e
4193500,3/11/15,10400,A:e
4193500,3/12/15,22400,A:e
4193500,3/13/15,31100,A:e
4193500,3/14/15,41000,A:e
4193500,3/15/15,42100,A:e
4193500,3/16/15,35300,A
4193500,3/17/15,28100,A
4193500,3/18/15,21200,A
4193500,3/19/15,17100,A
4193500,3/20/15,12900,A
4193500,3/21/15,9340,A
4193500,3/22/15,7140,A
4193500,3/23/15,5580,A
4193500,3/24/15,4050,A
4193500,3/25/15,4150,A
4193500,3/26/15,5770,A
4193500,3/27/15,18000,A
4193500,3/28/15,19300,A
4193500,3/29/15,14100,A
4193500,3/30/15,9490,A
4193500,3/31/15,6610,A
4193500,4/1/15,5220,A
4193500,4/2/15,4700,A
4193500,4/3/15,4330,A
4193500,4/4/15,4950,A
4193500,4/5/15,6080,A
4193500,4/6/15,6060,A
4193500,4/7/15,5490,A
4193500,4/8/15,7550,A
4193500,4/9/15,10300,A
4193500,4/10/15,21600,A
4193500,4/11/15,23400,A
4193500,4/12/15,18700,A
4193500,4/13/15,13400,A
4193500,4/14/15,9890,A
4193500,4/15/15,7630,A
4193500,4/16/15,5480,A
4193500,4/17/15,3290,A
4193500,4/18/15,2900,A
4193500,4/19/15,3050,A
4193500,4/20/15,5320,A
4193500,4/21/15,14200,A
4193500,4/22/15,12500,A
4193500,4/23/15,8940,A
4193500,4/24/15,6630,A
4193500,4/25/15,4430,A
4193500,4/26/15,3780,A
4193500,4/27/15,3340,A
4193500,4/28/15,3080,A
4193500,4/29/15,2690,A
4193500,4/30/15,2420,A
4193500,5/1/15,1960,A
4193500,5/2/15,2080,A
4193500,5/3/15,1980,A
4193500,5/4/15,1770,A
4193500,5/5/15,1620,A
4193500,5/6/15,1820,A
4193500,5/7/15,2010,A
4193500,5/8/15,2230,A
4193500,5/9/15,2250,A
4193500,5/10/15,2240,A
4193500,5/11/15,3410,A
4193500,5/12/15,9470,A
4193500,5/13/15,9530,A
4193500,5/14/15,6120,A
4193500,5/15/15,4620,A
4193500,5/16/15,3380,A
4193500,5/17/15,3340,A
4193500,5/18/15,3690,A
4193500,5/19/15,4890,A
4193500,5/20/15,3600,A
4193500,5/21/15,2910,A
4193500,5/22/15,2420,A
4193500,5/23/15,2050,A
4193500,5/24/15,1830,A
4193500,5/25/15,1830,A
4193500,5/26/15,1450,A
4193500,5/27/15,1370,A
4193500,5/28/15,3700,A
4193500,5/29/15,6730,A
4193500,5/30/15,3410,A
4193500,5/31/15,11200,A
4193500,6/1/15,38000,A
4193500,6/2/15,36600,A
4193500,6/3/15,25700,A
4193500,6/4/15,16600,A
4193500,6/5/15,11200,A
4193500,6/6/15,8250,A
4193500,6/7/15,6100,A
4193500,6/8/15,4870,A
4193500,6/9/15,7700,A
4193500,6/10/15,15700,A
4193500,6/11/15,15800,A
4193500,6/12/15,12300,A
4193500,6/13/15,11100,A
4193500,6/14/15,22700,A
4193500,6/15/15,35100,A
4193500,6/16/15,47600,A
4193500,6/17/15,58500,A
4193500,6/18/15,62800,A
4193500,6/19/15,59300,A
4193500,6/20/15,48300,A
4193500,6/21/15,37800,A
4193500,6/22/15,29200,A
4193500,6/23/15,22100,A
4193500,6/24/15,16100,A
4193500,6/25/15,10700,A
4193500,6/26/15,8800,A
4193500,6/27/15,24300,A
4193500,6/28/15,80700,A
4193500,6/29/15,94100,A
4193500,6/30/15,81800,A
4193500,7/1/15,50000,A
4193500,7/2/15,34500,A
4193500,7/3/15,26500,A
4193500,7/4/15,20600,A
4193500,7/5/15,14900,A
4193500,7/6/15,11100,A
4193500,7/7/15,8680,A
4193500,7/8/15,6370,A
4193500,7/9/15,13700,A
4193500,7/10/15,38600,A
4193500,7/11/15,45500,A
4193500,7/12/15,33100,A
4193500,7/13/15,27900,A
4193500,7/14/15,28600,A
4193500,7/15/15,29800,A
4193500,7/16/15,30600,A
4193500,7/17/15,23800,A
4193500,7/18/15,19700,A
4193500,7/19/15,24700,A
4193500,7/20/15,28100,A
4193500,7/21/15,24400,A
4193500,7/22/15,18000,A
4193500,7/23/15,12500,A
4193500,7/24/15,7220,A
4193500,7/25/15,4120,A
4193500,7/26/15,3290,A
4193500,7/27/15,3240,A
4193500,7/28/15,2490,A
4193500,7/29/15,2040,A
4193500,7/30/15,2250,A
4193500,7/31/15,2080,A
4193500,8/1/15,1850,A
4193500,8/2/15,1810,A
4193500,8/3/15,1770,A
4193500,8/4/15,2660,A
4193500,8/5/15,3390,A
4193500,8/6/15,2120,A
4193500,8/7/15,1520,A
4193500,8/8/15,1520,A
4193500,8/9/15,1320,A
4193500,8/10/15,1340,A
4193500,8/11/15,2030,A
4193500,8/12/15,2210,A
4193500,8/13/15,1550,A
4193500,8/14/15,959,A
4193500,8/15/15,1020,A
4193500,8/16/15,1550,A
4193500,8/17/15,1690,A
4193500,8/18/15,2030,A
4193500,8/19/15,1850,A
4193500,8/20/15,1590,A
4193500,8/21/15,1100,A
4193500,8/22/15,1180,A
4193500,8/23/15,1180,A
4193500,8/24/15,1190,A
4193500,8/25/15,1760,A
4193500,8/26/15,1760,A
4193500,8/27/15,1430,A
4193500,8/28/15,1150,A
4193500,8/29/15,798,A
4193500,8/30/15,707,A
4193500,8/31/15,557,A
4193500,9/1/15,604,A
4193500,9/2/15,643,A
4193500,9/3/15,833,A
4193500,9/4/15,761,A
4193500,9/5/15,596,A
4193500,9/6/15,1370,A
4193500,9/7/15,2850,A
4193500,9/8/15,1440,A
4193500,9/9/15,1010,A
4193500,9/10/15,603,A
4193500,9/11/15,432,A
4193500,9/12/15,623,A
4193500,9/13/15,742,A
4193500,9/14/15,534,A
4193500,9/15/15,377,A
4193500,9/16/15,393,A
4193500,9/17/15,497,A
4193500,9/18/15,668,A
4193500,9/19/15,763,A
4193500,9/20/15,586,A
4193500,9/21/15,821,A
4193500,9/22/15,1140,A:e
4193500,9/23/15,1070,A:e
4193500,9/24/15,1040,A:e
4193500,9/25/15,980,A:e
4193500,9/26/15,826,A
4193500,9/27/15,686,A
4193500,9/28/15,576,A
4193500,9/29/15,504,A
4193500,9/30/15,395,A
4193500,10/1/15,323,A
4193500,10/2/15,303,A
4193500,10/3/15,319,A
4193500,10/4/15,447,A
4193500,10/5/15,378,A
4193500,10/6/15,311,A
4193500,10/7/15,322,A
4193500,10/8/15,296,A
4193500,10/9/15,320,A
4193500,10/10/15,260,A
4193500,10/11/15,341,A
4193500,10/12/15,291,A
4193500,10/13/15,317,A
4193500,10/14/15,240,A
4193500,10/15/15,280,A
4193500,10/16/15,253,A
4193500,10/17/15,257,A
4193500,10/18/15,236,A
4193500,10/19/15,263,A
4193500,10/20/15,253,A
4193500,10/21/15,190,A
4193500,10/22/15,209,A
4193500,10/23/15,149,A
4193500,10/24/15,240,A
4193500,10/25/15,326,A
4193500,10/26/15,158,A
4193500,10/27/15,217,A
4193500,10/28/15,766,A
4193500,10/29/15,823,A
4193500,10/30/15,756,A
4193500,10/31/15,1560,A
4193500,11/1/15,1570,A
4193500,11/2/15,1120,A
4193500,11/3/15,939,A
4193500,11/4/15,929,A
4193500,11/5/15,789,A
4193500,11/6/15,804,A
4193500,11/7/15,707,A
4193500,11/8/15,664,A
4193500,11/9/15,476,A
4193500,11/10/15,492,A
4193500,11/11/15,430,A
4193500,11/12/15,778,A
4193500,11/13/15,753,A
4193500,11/14/15,761,A
4193500,11/15/15,983,A
4193500,11/16/15,870,A
4193500,11/17/15,865,A
4193500,11/18/15,817,A
4193500,11/19/15,1080,A
4193500,11/20/15,502,A
4193500,11/21/15,267,A
4193500,11/22/15,572,A
4193500,11/23/15,371,A
4193500,11/24/15,581,A
4193500,11/25/15,766,A
4193500,11/26/15,697,A
4193500,11/27/15,532,A
4193500,11/28/15,625,A
4193500,11/29/15,930,A
4193500,11/30/15,2150,A
4193500,12/1/15,3000,A
4193500,12/2/15,2530,A
4193500,12/3/15,1930,A
4193500,12/4/15,1370,A
4193500,12/5/15,1250,A
4193500,12/6/15,1220,A
4193500,12/7/15,1150,A
4193500,12/8/15,947,A
4193500,12/9/15,735,A
4193500,12/10/15,632,A
4193500,12/11/15,655,A
4193500,12/12/15,733,A
4193500,12/13/15,701,A
4193500,12/14/15,637,A
4193500,12/15/15,627,A
4193500,12/16/15,497,A
4193500,12/17/15,727,A
4193500,12/18/15,650,A
4193500,12/19/15,568,A
4193500,12/20/15,377,A
4193500,12/21/15,592,A
4193500,12/22/15,898,A
4193500,12/23/15,1080,A
4193500,12/24/15,2350,A
4193500,12/25/15,6750,A
4193500,12/26/15,7750,A
4193500,12/27/15,9160,A
4193500,12/28/15,23500,A
4193500,12/29/15,39500,A
4193500,12/30/15,45500,A
4193500,12/31/15,39400,A
4193500,1/1/16,29900,A
4193500,1/2/16,20300,A
4193500,1/3/16,14800,A
4193500,1/4/16,10800,A
4193500,1/5/16,7120,A
4193500,1/6/16,4470,A
4193500,1/7/16,3460,A
4193500,1/8/16,2440,A
4193500,1/9/16,2570,A
4193500,1/10/16,3900,A
4193500,1/11/16,12200,A
4193500,1/12/16,15000,A
4193500,1/13/16,10700,A
4193500,1/14/16,5910,A
4193500,1/15/16,4990,A
4193500,1/16/16,7560,A
4193500,1/17/16,12500,A
4193500,1/18/16,9090,A
4193500,1/19/16,6860,A
4193500,1/20/16,5170,A
4193500,1/21/16,3500,A
4193500,1/22/16,3020,A
4193500,1/23/16,3710,A
4193500,1/24/16,3560,A
4193500,1/25/16,3340,A
4193500,1/26/16,2060,A
4193500,1/27/16,1870,A
4193500,1/28/16,2300,A
4193500,1/29/16,1970,A
4193500,1/30/16,1550,A
4193500,1/31/16,1570,A
4193500,2/1/16,1730,A
4193500,2/2/16,1840,A
4193500,2/3/16,2650,A
4193500,2/4/16,5570,A
4193500,2/5/16,8180,A
4193500,2/6/16,7110,A
4193500,2/7/16,5140,A
4193500,2/8/16,3470,A
4193500,2/9/16,2950,A
4193500,2/10/16,2720,A
4193500,2/11/16,2350,A
4193500,2/12/16,2320,A
4193500,2/13/16,1390,A
4193500,2/14/16,1100,A
4193500,2/15/16,1200,A
4193500,2/16/16,1380,A
4193500,2/17/16,1160,A
4193500,2/18/16,1300,A
4193500,2/19/16,1540,A
4193500,2/20/16,1420,A
4193500,2/21/16,1160,A
4193500,2/22/16,1260,A
4193500,2/23/16,1010,A
4193500,2/24/16,1180,A
4193500,2/25/16,6610,A
4193500,2/26/16,14900,A
4193500,2/27/16,14600,A
4193500,2/28/16,11600,A
4193500,2/29/16,8660,A
4193500,3/1/16,7450,A
4193500,3/2/16,8300,A
4193500,3/3/16,8870,A
4193500,3/4/16,8660,A
4193500,3/5/16,7720,A
4193500,3/6/16,7460,A
4193500,3/7/16,7830,A
4193500,3/8/16,8070,A
4193500,3/9/16,7440,A
4193500,3/10/16,7300,A
4193500,3/11/16,12700,A
4193500,3/12/16,18000,A
4193500,3/13/16,18500,A
4193500,3/14/16,23300,A
4193500,3/15/16,24800,A
4193500,3/16/16,22500,A
4193500,3/17/16,18600,A
4193500,3/18/16,14500,A
4193500,3/19/16,10400,A
4193500,3/20/16,7750,A
4193500,3/21/16,5710,A
4193500,3/22/16,3950,A
4193500,3/23/16,3420,A
4193500,3/24/16,3210,A
4193500,3/25/16,10800,A
4193500,3/26/16,13600,A
4193500,3/27/16,11300,A
4193500,3/28/16,18200,A
4193500,3/29/16,22800,A
4193500,3/30/16,17400,A
4193500,3/31/16,15800,A
4193500,4/1/16,25900,A
4193500,4/2/16,24700,A
4193500,4/3/16,18900,A
4193500,4/4/16,14100,A
4193500,4/5/16,10300,A
4193500,4/6/16,7870,A
4193500,4/7/16,8110,A
4193500,4/8/16,13100,A
4193500,4/9/16,16500,A
4193500,4/10/16,14700,A
4193500,4/11/16,13000,A
4193500,4/12/16,13800,A
4193500,4/13/16,13000,A
4193500,4/14/16,11700,A
4193500,4/15/16,9120,A
4193500,4/16/16,5360,A
4193500,4/17/16,5510,A
4193500,4/18/16,5000,A
4193500,4/19/16,3600,A
4193500,4/20/16,3550,A
4193500,4/21/16,2940,A
4193500,4/22/16,3070,A
4193500,4/23/16,2660,A
4193500,4/24/16,2770,A
4193500,4/25/16,3070,A
4193500,4/26/16,3120,A
4193500,4/27/16,4350,A
4193500,4/28/16,3680,A
4193500,4/29/16,4170,A
4193500,4/30/16,4860,A
4193500,5/1/16,7030,A
4193500,5/2/16,17300,A
4193500,5/3/16,25000,A
4193500,5/4/16,21400,A
4193500,5/5/16,16100,A
4193500,5/6/16,11900,A
4193500,5/7/16,9730,A
4193500,5/8/16,6830,A
4193500,5/9/16,5160,A
4193500,5/10/16,4290,A
4193500,5/11/16,4030,A
4193500,5/12/16,9330,A
4193500,5/13/16,10000,A
4193500,5/14/16,14600,A
4193500,5/15/16,14200,A
4193500,5/16/16,10500,A
4193500,5/17/16,7880,A
4193500,5/18/16,5110,A
4193500,5/19/16,4100,A
4193500,5/20/16,3350,A
4193500,5/21/16,3130,A
4193500,5/22/16,2430,A
4193500,5/23/16,2170,A
4193500,5/24/16,1980,A
4193500,5/25/16,1830,A
4193500,5/26/16,1840,A
4193500,5/27/16,1420,A
4193500,5/28/16,1390,A
4193500,5/29/16,1460,A
4193500,5/30/16,1390,A
4193500,5/31/16,1100,A
4193500,6/1/16,982,A
4193500,6/2/16,1230,A
4193500,6/3/16,1000,A
4193500,6/4/16,804,A
4193500,6/5/16,1250,A
4193500,6/6/16,4080,A
4193500,6/7/16,4980,A
4193500,6/8/16,3600,A
4193500,6/9/16,2430,A
4193500,6/10/16,2010,A
4193500,6/11/16,1650,A
4193500,6/12/16,985,A
4193500,6/13/16,931,A
4193500,6/14/16,1080,A
4193500,6/15/16,987,A
4193500,6/16/16,953,A
4193500,6/17/16,1640,A
4193500,6/18/16,3070,A
4193500,6/19/16,1510,A
4193500,6/20/16,1040,A
4193500,6/21/16,1260,A
4193500,6/22/16,815,A
4193500,6/23/16,3190,A
4193500,6/24/16,15700,A
4193500,6/25/16,12500,A
4193500,6/26/16,10600,A
4193500,6/27/16,7890,A
4193500,6/28/16,4260,A
4193500,6/29/16,4390,A
4193500,6/30/16,3970,A
4193500,7/1/16,3020,A
4193500,7/2/16,2030,A
4193500,7/3/16,1470,A
4193500,7/4/16,1140,A
4193500,7/5/16,1060,A
4193500,7/6/16,793,A
4193500,7/7/16,1010,A
4193500,7/8/16,1060,A
4193500,7/9/16,858,A
4193500,7/10/16,547,A
